Sentence
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Acquitted
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Suspended
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
Less than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
More than 5 yrs
